"Belarus","2010","500720","Woven fabric >85% silk (except noil silk)","Import","1079900","12893","Weight in kilograms","12893"
"Belarus","2008","500720","Woven fabric >85% silk (except noil silk)","Export","10700","129","Weight in kilograms","129"
"Belarus","2005","500400","Silk yarn (except from waste) not retail","Import","8400","62","Weight in kilograms","62"
"Belarus","2003","500400","Silk yarn (except from waste) not retail","Export","300","6","Weight in kilograms","6"
"Belarus","2001","500720","Woven fabric >85% silk (except noil silk)","Import","137900","5319","Weight in kilograms","5319"
"Belarus","1998","500400","Silk yarn (except from waste) not retail","Import","10600","1375","Weight in kilograms","1375"
"Belgium","2013","500500","Yarn spun from silk waste, not retail","Import","698304","7071","Weight in kilograms","7071"
"Belgium","2012","500500","Yarn spun from silk waste, not retail","Import","438402","4832","Weight in kilograms","4832"
"Belgium","2011","500400","Silk yarn (except from waste) not retail","Export","221234","17466","Weight in kilograms","17466"
"Belgium","2010","500400","Silk yarn (except from waste) not retail","Import","454502","25450","Weight in kilograms","25450"
"Belgium","2009","500390","Silk waste, carded or combed","Export","7282","543","Weight in kilograms","543"
"Belgium","2008","500390","Silk waste, carded or combed","Import","94416","12194","Weight in kilograms","12194"
"Belgium","2007","500390","Silk waste, carded or combed","Import","182687","23962","Weight in kilograms","23962"
"Belgium","2006","500390","Silk waste, carded or combed","Import","27809","925","Weight in kilograms","925"
"Belgium","2005","500310","Silk waste, not carded or combed","Import","202124","34910","Weight in kilograms","34910"
"Belgium","2004","500100","Silk-worm cocoons suitable for reeling","Export","38959","5275","Weight in kilograms","5275"
"Belgium","2003","500100","Silk-worm cocoons suitable for reeling","Import","5473","1390","Weight in kilograms","1390"
"Belgium","2003","500720","Woven fabric >85% silk (except noil silk)","Export","3799382","44575","Weight in kilograms","44575"
"Belgium","2002","500720","Woven fabric >85% silk (except noil silk)","Export","1336428","","No Quantity",""
"Belgium","2001","500720","Woven fabric >85% silk (except noil silk)","Import","5852909","79092","Weight in kilograms","79092"
"Belgium","2000","500600","Silk yarn retail, silk worm gut","Export","2284","500","Weight in kilograms","500"
"Belgium","1999","500600","Silk yarn retail, silk worm gut","Export","1593","154","Weight in kilograms","154"
"Belgium-Luxembourg","1998","500500","Yarn spun from silk waste, not retail","Import","102617","1503","Weight in kilograms","1503"
"Belgium-Luxembourg","1997","500400","Silk yarn (except from waste) not retail","Import","671146","21298","Weight in kilograms","21298"
"Belgium-Luxembourg","1996","500310","Silk waste, not carded or combed","Export","2002","207","Weight in kilograms","207"
