시도명,구시군명,읍면동명,선거인수,투표수,후보자별 득표수,,,,,,"무효
투표수",기권수,계
,,,,,"새누리당
박근혜","민주통합당
문재인","무소속
박종선","무소속
김소연","무소속
강지원","무소속
김순자",,,
대구광역시,북구,무태조야동,"23,057","18,560","14,477","3,999",2,3,34,21,24,"4,497","23,057"
대구광역시,북구,관문동,"13,778","11,186","9,136","2,002",1,5,10,14,18,"2,592","13,778"
대구광역시,북구,태전1동,"18,648","14,729","11,814","2,835",1,5,21,21,32,"3,919","18,648"
대구광역시,북구,태전2동,"19,963","15,991","12,911","3,012",1,4,25,13,25,"3,972","19,963"
대구광역시,북구,구암동,"29,198","23,972","18,518","5,350",1,6,34,19,44,"5,226","29,198"
대구광역시,북구,관음동,"16,294","12,665","10,313","2,304",4,4,11,11,18,"3,629","16,294"
대구광역시,북구,읍내동,"22,454","17,727","14,074","3,563",5,6,26,18,35,"4,727","22,454"
대구광역시,북구,동천동,"21,560","17,725","13,402","4,238",2,8,24,16,35,"3,835","21,560"
대구광역시,북구,국우동,"18,193","14,672","11,143","3,476",3,4,15,12,19,"3,521","18,193"
대구광역시,수성구,범어1동,"13,684","11,326","9,048","2,228",1,4,21,9,15,"2,358","13,684"
대구광역시,수성구,범어2동,"10,672","8,474","6,935","1,510",1,1,9,7,11,"2,198","10,672"
대구광역시,수성구,범어3동,"8,793","7,083","5,497","1,557",1,3,7,3,15,"1,710","8,793"
대구광역시,수성구,범어4동,"13,409","11,049","8,651","2,349",0,4,18,14,13,"2,360","13,409"
대구광역시,수성구,만촌1동,"19,218","15,811","12,449","3,303",0,3,26,8,22,"3,407","19,218"
대구광역시,수성구,만촌2동,"10,359","8,283","6,621","1,629",4,0,11,6,12,"2,076","10,359"
대구광역시,수성구,만촌3동,"15,823","13,067","10,355","2,651",4,4,18,7,28,"2,756","15,823"
대구광역시,수성구,수성1가동,"14,019","11,375","9,155","2,169",2,2,15,11,21,"2,644","14,019"
대구광역시,수성구,수성2·3가동,"9,703","7,850","6,379","1,433",0,2,14,11,11,"1,853","9,703"
대구광역시,수성구,수성4가동,"13,457","11,115","8,939","2,122",2,1,16,12,23,"2,342","13,457"
대구광역시,수성구,황금1동,"17,806","14,795","11,567","3,160",3,0,27,9,29,"3,011","17,806"
대구광역시,수성구,황금2동,"10,374","7,836","6,399","1,397",4,4,12,5,15,"2,538","10,374"
대구광역시,수성구,중동,"11,379","8,497","7,083","1,375",1,1,14,6,17,"2,882","11,379"
대구광역시,수성구,상동,"13,732","10,522","8,633","1,834",1,4,13,8,29,"3,210","13,732"
대구광역시,수성구,파동,"10,987","8,596","7,033","1,535",1,1,9,9,8,"2,391","10,987"
대구광역시,수성구,두산동,"10,987","8,142","6,602","1,511",1,5,8,5,10,"2,845","10,987"
대구광역시,수성구,지산1동,"20,617","16,141","13,020","3,039",2,10,25,18,27,"4,476","20,617"
대구광역시,수성구,지산2동,"17,912","14,357","11,433","2,857",3,3,25,6,30,"3,555","17,912"
대구광역시,수성구,범물1동,"12,015","9,410","7,640","1,725",1,2,13,14,15,"2,605","12,015"
대구광역시,수성구,범물2동,"14,022","11,291","8,881","2,369",1,1,14,8,17,"2,731","14,022"
대구광역시,수성구,고산1동,"24,832","20,869","15,586","5,181",4,9,38,15,36,"3,963","24,832"
대구광역시,수성구,고산2동,"21,900","18,121","13,708","4,344",0,8,31,9,21,"3,779","21,900"
대구광역시,수성구,고산3동,"25,085","21,014","15,878","5,031",2,5,27,25,46,"4,071","25,085"
대구광역시,달서구,성당동,"21,324","16,735","13,495","3,155",4,5,14,28,34,"4,589","21,324"
대구광역시,달서구,두류1·2동,"15,611","11,766","9,848","1,833",5,11,15,20,34,"3,845","15,611"
대구광역시,달서구,두류3동,"8,928","7,221","5,916","1,268",0,2,9,9,17,"1,707","8,928"
대구광역시,달서구,본리동,"18,508","14,602","11,534","3,012",2,6,12,10,26,"3,906","18,508"
대구광역시,달서구,감삼동,"21,672","17,549","14,329","3,142",2,6,17,19,34,"4,123","21,672"
대구광역시,달서구,죽전동,"13,658","10,624","8,831","1,746",5,2,11,11,18,"3,034","13,658"
대구광역시,달서구,장기동,"13,996","11,425","9,141","2,235",1,7,9,10,22,"2,571","13,996"
대구광역시,달서구,용산1동,"25,462","21,195","16,981","4,134",3,4,16,13,44,"4,267","25,462"
대구광역시,달서구,용산2동,"25,063","20,806","16,469","4,255",5,5,17,19,36,"4,257","25,063"
대구광역시,달서구,이곡1동,"19,839","16,265","12,881","3,302",5,8,23,18,28,"3,574","19,839"
대구광역시,달서구,이곡2동,"15,169","12,427","9,928","2,431",4,8,17,11,28,"2,742","15,169"
대구광역시,달서구,신당동,"29,106","22,376","17,710","4,528",5,17,24,26,66,"6,730","29,106"
대구광역시,달서구,월성1동,"26,011","22,119","16,653","5,369",5,6,34,19,33,"3,892","26,011"
대구광역시,달서구,월성2동,"16,759","13,234","10,834","2,323",3,5,16,23,30,"3,525","16,759"
대구광역시,달서구,진천동,"41,153","33,685","26,822","6,730",7,11,29,31,55,"7,468","41,153"
대구광역시,달서구,상인1동,"32,563","27,747","21,674","5,952",2,12,39,18,50,"4,816","32,563"
대구광역시,달서구,상인2동,"19,655","15,567","12,673","2,830",0,1,17,21,25,"4,088","19,655"
대구광역시,달서구,상인3동,"12,767","9,889","8,145","1,701",2,5,7,8,21,"2,878","12,767"
대구광역시,달서구,도원동,"30,787","25,884","20,217","5,538",6,10,41,26,46,"4,903","30,787"
대구광역시,달서구,송현1동,"18,626","14,072","11,707","2,301",4,3,16,14,27,"4,554","18,626"
대구광역시,달서구,송현2동,"18,538","14,355","11,714","2,575",3,5,14,13,31,"4,183","18,538"
대구광역시,달서구,본동,"12,365","9,686","7,983","1,660",0,3,13,7,20,"2,679","12,365"
대구광역시,달성군,화원읍,"40,621","32,474","26,238","6,072",5,6,47,36,70,"8,147","40,621"
대구광역시,달성군,논공읍,"16,756","12,806","10,420","2,290",2,5,18,31,40,"3,950","16,756"
대구광역시,달성군,다사읍,"44,184","36,244","28,398","7,670",8,20,48,37,63,"7,940","44,184"
대구광역시,달성군,가창면,"7,141","5,575","4,641",874,3,1,6,23,27,"1,566","7,141"
대구광역시,달성군,하빈면,"3,815","2,992","2,562",392,0,0,4,15,19,823,"3,815"
대구광역시,달성군,옥포면,"8,607","6,887","5,943",900,0,1,2,18,23,"1,720","8,607"
대구광역시,달성군,현풍면,"8,379","6,431","5,406",959,4,0,2,24,36,"1,948","8,379"
대구광역시,달성군,유가면,"2,251","1,759","1,566",165,0,1,4,9,14,492,"2,251"
대구광역시,달성군,구지면,"5,874","4,558","3,721",776,4,2,6,30,19,"1,316","5,874"
인천광역시,중구,신포동,"5,215","3,621","2,185","1,408",1,3,11,2,11,"1,594","5,215"
인천광역시,중구,연안동,"6,831","4,677","2,765","1,880",0,3,13,1,15,"2,154","6,831"
인천광역시,중구,신흥동,"12,486","9,020","5,204","3,756",3,3,18,9,27,"3,466","12,486"
인천광역시,중구,도원동,"4,188","2,839","1,721","1,104",0,0,2,5,7,"1,349","4,188"
인천광역시,중구,율목동,"3,819","2,579","1,510","1,044",0,0,10,4,11,"1,240","3,819"
인천광역시,중구,동인천동,"5,786","3,904","2,372","1,504",1,0,4,3,20,"1,882","5,786"
인천광역시,중구,북성동,"3,420","2,430","1,425",974,1,1,9,3,17,990,"3,420"
인천광역시,중구,송월동,"4,807","3,456","1,976","1,449",1,4,9,6,11,"1,351","4,807"
인천광역시,중구,영종동,"10,862","7,555","4,232","3,264",1,3,15,6,34,"3,307","10,862"
인천광역시,중구,운서동,"14,720","10,736","4,182","6,485",3,7,18,17,24,"3,984","14,720"
인천광역시,중구,용유동,"4,566","3,117","2,231",865,1,0,4,4,12,"1,449","4,566"
인천광역시,동구,만석동,"5,998","4,310","2,297","1,985",0,2,5,7,14,"1,688","5,998"
인천광역시,동구,화수1·화평동,"6,356","4,653","2,709","1,908",3,4,11,5,13,"1,703","6,356"
인천광역시,동구,화수2동,"7,771","5,903","3,326","2,549",3,0,7,11,7,"1,868","7,771"
인천광역시,동구,송현1·2동,"9,701","7,531","3,946","3,547",3,6,12,8,9,"2,170","9,701"
인천광역시,동구,송현3동,"3,934","2,907","1,658","1,222",0,2,2,6,17,"1,027","3,934"
인천광역시,동구,송림1동,"2,667","1,983","1,199",768,0,2,2,3,9,684,"2,667"
인천광역시,동구,송림2동,"3,301","2,350","1,469",857,0,0,1,4,19,951,"3,301"
인천광역시,동구,송림3·5동,"7,946","5,748","3,042","2,671",1,4,12,6,12,"2,198","7,946"
인천광역시,동구,송림4동,"4,367","3,317","1,791","1,502",1,3,3,7,10,"1,050","4,367"
인천광역시,동구,송림6동,"6,076","4,553","2,442","2,074",1,1,6,9,20,"1,523","6,076"
인천광역시,동구,금창동,"3,343","2,392","1,480",893,1,1,5,4,8,951,"3,343"
인천광역시,남구,숭의1·3동,"9,999","6,882","4,083","2,755",4,6,16,3,15,"3,117","9,999"
인천광역시,남구,숭의2동,"8,831","6,233","3,812","2,387",0,1,5,12,16,"2,598","8,831"
인천광역시,남구,숭의4동,"13,025","9,106","5,272","3,758",4,2,21,13,36,"3,919","13,025"
인천광역시,남구,용현1·4동,"16,772","11,883","6,658","5,141",4,13,21,11,35,"4,889","16,772"
인천광역시,남구,용현2동,"13,811","10,213","5,676","4,466",2,7,16,12,34,"3,598","13,811"
인천광역시,남구,용현3동,"7,766","5,097","3,000","2,049",1,3,12,7,25,"2,669","7,766"
인천광역시,남구,용현5동,"28,395","20,780","11,311","9,367",9,9,24,15,45,"7,615","28,395"
인천광역시,남구,학익1동,"27,008","20,719","11,114","9,495",6,7,37,27,33,"6,289","27,008"
인천광역시,남구,학익2동,"17,002","12,825","7,084","5,664",3,3,31,12,28,"4,177","17,002"
인천광역시,남구,도화1동,"16,229","11,103","6,100","4,943",4,4,13,6,33,"5,126","16,229"
인천광역시,남구,도화2·3동,"16,924","11,706","6,527","5,106",1,6,15,21,30,"5,218","16,924"
인천광역시,남구,주안1동,"10,890","6,803","3,338","3,432",4,6,6,8,9,"4,087","10,890"
인천광역시,남구,주안2동,"20,661","14,146","8,103","5,964",5,5,27,12,30,"6,515","20,661"
인천광역시,남구,주안3동,"10,139","7,077","4,071","2,957",1,4,11,10,23,"3,062","10,139"
인천광역시,남구,주안4동,"19,277","13,575","7,926","5,570",1,9,20,17,32,"5,702","19,277"
인천광역시,남구,주안5동,"18,841","13,585","6,806","6,688",8,6,20,25,32,"5,256","18,841"
인천광역시,남구,주안6동,"17,687","12,801","6,403","6,332",4,5,19,13,25,"4,886","17,687"
인천광역시,남구,주안7동,"12,897","9,236","5,091","4,092",5,2,12,8,26,"3,661","12,897"
인천광역시,남구,주안8동,"18,863","13,884","7,385","6,419",5,7,22,18,28,"4,979","18,863"
인천광역시,남구,관교동,"14,424","11,055","6,088","4,914",1,4,14,11,23,"3,369","14,424"
인천광역시,남구,문학동,"12,322","7,756","4,041","3,674",1,4,13,10,13,"4,566","12,322"
인천광역시,연수구,옥련1동,"17,079","12,865","7,074","5,724",3,8,22,10,24,"4,214","17,079"
인천광역시,연수구,옥련2동,"18,132","13,823","7,497","6,266",4,2,20,6,28,"4,309","18,132"
인천광역시,연수구,선학동,"16,983","12,354","6,698","5,576",3,5,25,17,30,"4,629","16,983"
인천광역시,연수구,연수1동,"21,018","13,460","7,121","6,262",6,5,18,15,33,"7,558","21,018"
인천광역시,연수구,연수2동,"19,303","14,747","7,408","7,229",4,11,31,17,47,"4,556","19,303"
인천광역시,연수구,연수3동,"15,857","12,211","6,055","6,076",3,9,17,16,35,"3,646","15,857"
인천광역시,연수구,청학동,"24,329","17,453","9,674","7,681",8,8,21,23,38,"6,876","24,329"
인천광역시,연수구,동춘1동,"12,810","10,087","5,374","4,653",1,8,15,9,27,"2,723","12,810"
인천광역시,연수구,동춘2동,"15,933","12,778","6,196","6,500",7,4,32,6,33,"3,155","15,933"
인천광역시,연수구,동춘3동,"14,587","12,198","6,655","5,484",2,3,23,9,22,"2,389","14,587"
인천광역시,연수구,송도1동,"24,419","20,241","11,149","8,969",3,6,51,9,54,"4,178","24,419"
인천광역시,연수구,송도2동,"16,600","13,298","7,447","5,793",3,3,20,7,25,"3,302","16,600"
인천광역시,남동구,구월1동,"22,367","15,264","7,509","7,658",2,6,26,18,45,"7,103","22,367"
인천광역시,남동구,구월2동,"30,671","24,065","12,021","11,922",6,20,35,18,43,"6,606","30,671"
인천광역시,남동구,구월3동,"10,955","7,574","4,062","3,469",0,7,13,5,18,"3,381","10,955"
인천광역시,남동구,구월4동,"15,666","10,359","5,423","4,866",4,6,17,12,31,"5,307","15,666"
인천광역시,남동구,간석1동,"21,056","15,252","7,819","7,344",4,7,37,9,32,"5,804","21,056"
인천광역시,남동구,간석2동,"15,670","12,421","6,679","5,677",4,6,17,11,27,"3,249","15,670"
인천광역시,남동구,간석3동,"22,943","15,546","8,147","7,310",6,12,17,24,30,"7,397","22,943"
인천광역시,남동구,간석4동,"23,500","17,284","8,874","8,330",0,14,15,15,36,"6,216","23,500"
인천광역시,남동구,만수1동,"15,647","10,901","5,811","5,018",4,6,12,13,37,"4,746","15,647"
인천광역시,남동구,만수2동,"23,874","18,276","8,856","9,320",5,7,32,23,33,"5,598","23,874"
인천광역시,남동구,만수3동,"15,761","11,706","5,949","5,692",1,5,16,9,34,"4,055","15,761"
인천광역시,남동구,만수4동,"16,405","12,710","6,314","6,325",3,6,27,9,26,"3,695","16,405"
인천광역시,남동구,만수5동,"15,665","10,998","5,832","5,099",3,6,24,5,29,"4,667","15,665"
인천광역시,남동구,만수6동,"22,471","17,122","8,677","8,370",2,10,19,16,28,"5,349","22,471"
인천광역시,남동구,장수서창동,"19,829","15,680","7,732","7,831",10,18,31,12,46,"4,149","19,829"
인천광역시,남동구,남촌도림동,"19,083","13,922","7,403","6,435",4,5,32,10,33,"5,161","19,083"
인천광역시,남동구,논현1동,"22,880","17,197","8,342","8,789",2,12,17,7,28,"5,683","22,880"
인천광역시,남동구,논현2동,"25,367","19,125","9,563","9,485",5,8,26,6,32,"6,242","25,367"
인천광역시,남동구,논현고잔동,"23,691","18,783","9,275","9,446",2,1,18,15,26,"4,908","23,691"
인천광역시,부평구,부평1동,"27,238","20,720","10,157","10,456",5,18,30,12,42,"6,518","27,238"
인천광역시,부평구,부평2동,"17,785","12,255","5,776","6,428",2,6,11,13,19,"5,530","17,785"
인천광역시,부평구,부평3동,"12,605","8,593","4,331","4,204",5,6,10,6,31,"4,012","12,605"
인천광역시,부평구,부평4동,"21,287","13,987","6,844","7,057",0,17,20,14,35,"7,300","21,287"
인천광역시,부평구,부평5동,"19,970","13,477","6,583","6,807",1,16,22,17,31,"6,493","19,970"
인천광역시,부평구,부평6동,"13,101","9,096","4,222","4,806",3,5,13,10,37,"4,005","13,101"
인천광역시,부평구,산곡1동,"16,276","11,360","5,845","5,423",3,10,16,14,49,"4,916","16,276"
인천광역시,부평구,산곡2동,"26,244","20,787","10,019","10,670",4,8,26,16,44,"5,457","26,244"
인천광역시,부평구,산곡3동,"20,698","16,069","8,626","7,341",2,8,33,15,44,"4,629","20,698"
인천광역시,부평구,산곡4동,"15,371","12,272","6,204","6,012",9,6,13,3,25,"3,099","15,371"
인천광역시,부평구,청천1동,"13,276","8,774","4,582","4,123",4,3,18,13,31,"4,502","13,276"
인천광역시,부평구,청천2동,"28,579","21,621","10,206","11,259",4,26,36,26,64,"6,958","28,579"
인천광역시,부평구,갈산1동,"14,710","10,567","4,965","5,527",6,10,11,15,33,"4,143","14,710"
인천광역시,부평구,갈산2동,"18,489","14,081","6,873","7,118",3,5,25,23,34,"4,408","18,489"
인천광역시,부평구,삼산1동,"30,166","22,719","10,250","12,326",4,15,41,22,61,"7,447","30,166"
인천광역시,부평구,삼산2동,"22,331","18,004","7,930","9,986",8,3,32,16,29,"4,327","22,331"
인천광역시,부평구,부개1동,"16,398","11,614","5,867","5,669",7,4,18,20,29,"4,784","16,398"
인천광역시,부평구,부개2동,"19,306","14,640","6,889","7,674",2,7,20,12,36,"4,666","19,306"
인천광역시,부평구,부개3동,"27,766","21,601","9,570","11,924",6,18,38,13,32,"6,165","27,766"
인천광역시,부평구,일신동,"11,288","8,806","4,246","4,516",2,4,18,7,13,"2,482","11,288"
인천광역시,부평구,십정1동,"17,447","12,276","6,250","5,942",1,10,28,11,34,"5,171","17,447"
인천광역시,부평구,십정2동,"23,489","16,413","8,216","8,095",7,10,32,13,40,"7,076","23,489"
인천광역시,계양구,효성1동,"25,647","18,852","9,081","9,648",9,6,28,21,59,"6,795","25,647"
인천광역시,계양구,효성2동,"26,460","19,553","9,603","9,849",0,12,25,23,41,"6,907","26,460"
인천광역시,계양구,계산1동,"19,234","13,042","6,263","6,695",4,12,17,18,33,"6,192","19,234"
인천광역시,계양구,계산2동,"15,405","10,874","5,174","5,632",2,8,25,9,24,"4,531","15,405"
인천광역시,계양구,계산3동,"18,344","13,658","6,251","7,321",6,7,28,14,31,"4,686","18,344"
인천광역시,계양구,계산4동,"17,401","13,542","6,334","7,133",2,11,33,7,22,"3,859","17,401"
인천광역시,계양구,작전1동,"24,767","18,571","8,598","9,853",3,8,44,20,45,"6,196","24,767"
인천광역시,계양구,작전2동,"22,834","16,354","7,943","8,322",2,10,27,14,36,"6,480","22,834"
인천광역시,계양구,작전서운동,"26,066","19,602","8,663","10,801",7,10,44,25,52,"6,464","26,066"
인천광역시,계양구,계양1동,"32,855","24,330","11,362","12,846",5,12,36,17,52,"8,525","32,855"
인천광역시,계양구,계양2동,"31,363","22,239","10,254","11,856",6,16,39,23,45,"9,124","31,363"
인천광역시,서구,검암경서동,"27,336","20,296","9,133","11,072",4,15,26,14,32,"7,040","27,336"
인천광역시,서구,연희동,"34,744","24,069","12,495","11,421",7,10,33,35,68,"10,675","34,744"
인천광역시,서구,청라1동,"15,381","12,461","5,331","7,083",1,4,12,8,22,"2,920","15,381"
인천광역시,서구,청라2동,"20,465","16,469","7,804","8,595",0,4,24,9,33,"3,996","20,465"
인천광역시,서구,가정1동,"8,801","5,886","3,334","2,518",2,2,8,8,14,"2,915","8,801"
인천광역시,서구,가정2동,"6,378","4,453","2,274","2,150",1,8,3,9,8,"1,925","6,378"
인천광역시,서구,가정3동,"9,284","6,853","3,655","3,161",2,1,11,10,13,"2,431","9,284"
인천광역시,서구,신현원창동,"21,865","16,111","8,782","7,239",5,8,21,19,37,"5,754","21,865"
인천광역시,서구,석남1동,"19,492","13,659","7,388","6,189",9,10,14,14,35,"5,833","19,492"
인천광역시,서구,석남2동,"13,532","9,836","5,299","4,481",1,5,15,11,24,"3,696","13,532"
인천광역시,서구,석남3동,"14,058","9,662","5,125","4,476",2,6,10,11,32,"4,396","14,058"
인천광역시,서구,가좌1동,"10,936","7,532","4,171","3,311",3,7,13,11,16,"3,404","10,936"
인천광역시,서구,가좌2동,"17,795","14,019","7,152","6,802",0,7,15,12,31,"3,776","17,795"
인천광역시,서구,가좌3동,"16,119","11,852","6,503","5,276",5,7,17,10,34,"4,267","16,119"
인천광역시,서구,가좌4동,"9,766","7,003","3,735","3,221",1,8,11,14,13,"2,763","9,766"
인천광역시,서구,검단1동,"35,818","26,155","13,263","12,762",8,12,32,20,58,"9,663","35,818"
인천광역시,서구,검단2동,"16,855","12,702","6,125","6,521",4,4,17,10,21,"4,153","16,855"
인천광역시,서구,검단3동,"16,766","12,742","5,426","7,250",4,6,16,11,29,"4,024","16,766"
인천광역시,서구,검단4동,"28,840","22,227","10,360","11,777",7,12,27,11,33,"6,613","28,840"
인천광역시,강화군,강화읍,"17,560","12,824","8,568","4,139",5,7,33,20,52,"4,736","17,560"
인천광역시,강화군,선원면,"5,513","4,130","2,746","1,363",1,1,6,5,8,"1,383","5,513"
인천광역시,강화군,불은면,"3,840","2,864","2,006",833,2,0,2,7,14,976,"3,840"
인천광역시,강화군,길상면,"5,378","3,969","2,909","1,000",5,2,8,13,32,"1,409","5,378"
인천광역시,강화군,화도면,"3,775","2,794","2,053",713,0,1,7,4,16,981,"3,775"
인천광역시,강화군,양도면,"3,164","2,368","1,677",667,0,1,3,11,9,796,"3,164"
인천광역시,강화군,내가면,"2,737","2,094","1,549",523,0,2,1,7,12,643,"2,737"
인천광역시,강화군,하점면,"3,529","2,642","1,961",650,2,2,3,14,10,887,"3,529"
인천광역시,강화군,양사면,"1,635","1,265",921,328,0,1,0,11,4,370,"1,635"
인천광역시,강화군,송해면,"2,744","2,031","1,529",481,0,1,4,4,12,713,"2,744"
인천광역시,강화군,교동면,"2,684","1,888","1,361",504,1,0,3,11,8,796,"2,684"
인천광역시,강화군,삼산면,"2,037","1,489","1,088",372,1,3,4,11,10,548,"2,037"
인천광역시,강화군,서도면,573,456,370,77,0,1,3,1,4,117,573
인천광역시,옹진군,북도면,"1,865","1,418","1,025",339,7,3,3,12,29,447,"1,865"
인천광역시,옹진군,연평면,"1,647","1,184",874,301,0,0,1,3,5,463,"1,647"
인천광역시,옹진군,백령면,"4,379","3,104","2,274",782,1,4,11,13,19,"1,275","4,379"
인천광역시,옹진군,대청면,"1,158",907,772,127,0,1,1,0,6,251,"1,158"
인천광역시,옹진군,덕적면,"1,571","1,153",853,280,0,0,1,10,9,418,"1,571"
인천광역시,옹진군,자월면,"1,024",796,614,170,0,0,4,5,3,228,"1,024"
인천광역시,옹진군,영흥면,"4,515","3,291","2,171","1,081",3,5,11,8,12,"1,224","4,515"
광주광역시,동구,충장동,"4,242","2,904",319,"2,570",1,0,4,1,9,"1,338","4,242"
광주광역시,동구,동명동,"4,457","3,301",341,"2,934",4,1,4,5,12,"1,156","4,457"
광주광역시,동구,계림1동,"7,360","5,170",476,"4,656",9,3,2,2,22,"2,190","7,360"
광주광역시,동구,계림2동,"8,823","7,004",597,"6,355",9,0,15,2,26,"1,819","8,823"
광주광역시,동구,산수1동,"7,202","5,359",411,"4,906",10,3,9,1,19,"1,843","7,202"
광주광역시,동구,산수2동,"9,112","7,359",694,"6,610",8,0,18,6,23,"1,753","9,112"
광주광역시,동구,지산1동,"4,363","3,332",273,"3,032",2,3,2,0,20,"1,031","4,363"
광주광역시,동구,지산2동,"4,937","3,820",405,"3,375",2,7,6,1,24,"1,117","4,937"
광주광역시,동구,서남동,"3,652","2,431",235,"2,179",3,2,0,0,12,"1,221","3,652"
광주광역시,동구,학동,"7,258","5,605",463,"5,074",14,4,7,3,40,"1,653","7,258"
광주광역시,동구,학운동,"10,622","8,682","1,207","7,393",9,7,21,2,43,"1,940","10,622"
광주광역시,동구,지원1동,"7,363","5,846",446,"5,346",8,5,7,6,28,"1,517","7,363"
광주광역시,동구,지원2동,"6,375","4,906",436,"4,360",17,4,12,11,66,"1,469","6,375"
광주광역시,서구,양동,"4,594","3,452",354,"3,079",1,0,4,0,14,"1,142","4,594"
광주광역시,서구,양3동,"4,524","3,594",211,"3,365",2,0,5,3,8,930,"4,524"
광주광역시,서구,농성1동,"7,296","5,527",461,"5,035",0,4,6,4,17,"1,769","7,296"
광주광역시,서구,농성2동,"4,965","3,714",345,"3,346",0,0,5,7,11,"1,251","4,965"
광주광역시,서구,광천동,"8,769","6,718",586,"6,096",2,3,4,5,22,"2,051","8,769"
광주광역시,서구,유덕동,"8,398","6,964",481,"6,457",1,3,6,3,13,"1,434","8,398"
광주광역시,서구,치평동,"21,685","18,125","1,508","16,552",0,8,16,7,34,"3,560","21,685"
광주광역시,서구,상무1동,"18,999","14,654","1,152","13,466",1,0,17,7,11,"4,345","18,999"
광주광역시,서구,상무2동,"20,825","15,896","1,278","14,537",3,4,18,13,43,"4,929","20,825"
광주광역시,서구,화정1동,"12,790","10,019",805,"9,171",0,4,14,4,21,"2,771","12,790"
광주광역시,서구,화정2동,"9,401","7,582",555,"6,994",1,1,8,6,17,"1,819","9,401"
광주광역시,서구,화정3동,"9,624","7,707",684,"6,993",2,2,3,5,18,"1,917","9,624"
광주광역시,서구,화정4동,"15,864","13,111","1,027","12,036",3,2,12,5,26,"2,753","15,864"
광주광역시,서구,서창동,"5,050","3,928",375,"3,513",2,2,13,4,19,"1,122","5,050"
광주광역시,서구,금호1동,"18,399","15,225","1,103","14,071",1,2,10,7,31,"3,174","18,399"
광주광역시,서구,금호2동,"19,308","16,579","1,113","15,420",2,3,11,5,25,"2,729","19,308"
광주광역시,서구,풍암동,"28,207","23,355","1,926","21,346",4,9,27,7,36,"4,852","28,207"
광주광역시,서구,동천동,"12,258","10,397",681,"9,680",4,0,11,3,18,"1,861","12,258"
광주광역시,남구,양림동,"7,261","5,767",461,"5,272",1,1,9,4,19,"1,494","7,261"
광주광역시,남구,방림1동,"6,679","5,349",424,"4,883",1,0,10,4,27,"1,330","6,679"
광주광역시,남구,방림2동,"8,701","6,964",527,"6,394",1,0,12,2,28,"1,737","8,701"
광주광역시,남구,봉선1동,"12,974","10,011",776,"9,195",1,3,5,4,27,"2,963","12,974"
광주광역시,남구,봉선2동,"19,802","16,804","1,905","14,770",3,8,19,14,85,"2,998","19,802"
광주광역시,남구,사직동,"5,087","3,547",312,"3,206",2,1,8,3,15,"1,540","5,087"
광주광역시,남구,월산동,"8,561","6,276",494,"5,736",2,5,12,3,24,"2,285","8,561"
광주광역시,남구,월산4동,"8,909","6,704",469,"6,198",3,0,9,3,22,"2,205","8,909"
광주광역시,남구,월산5동,"6,771","5,141",359,"4,753",1,2,8,1,17,"1,630","6,771"
광주광역시,남구,백운1동,"10,463","8,483",651,"7,783",1,3,13,6,26,"1,980","10,463"
광주광역시,남구,백운2동,"4,930","3,706",347,"3,343",0,1,3,5,7,"1,224","4,930"
광주광역시,남구,주월1동,"14,971","11,852",801,"11,006",1,2,9,5,28,"3,119","14,971"
광주광역시,남구,주월2동,"8,356","6,574",410,"6,123",1,1,12,3,24,"1,782","8,356"
광주광역시,남구,효덕동,"31,365","26,332","2,018","24,232",1,7,32,6,36,"5,033","31,365"
광주광역시,남구,송암동,"4,911","3,935",256,"3,660",0,2,4,1,12,976,"4,911"
광주광역시,남구,대촌동,"5,302","4,209",315,"3,845",2,1,13,5,28,"1,093","5,302"
광주광역시,북구,중흥1동,"3,220","2,273",206,"2,048",1,0,6,4,8,947,"3,220"
광주광역시,북구,중흥2동,"7,527","5,880",501,"5,352",1,3,7,4,12,"1,647","7,527"
광주광역시,북구,중흥3동,"5,052","3,843",324,"3,498",1,2,5,4,9,"1,209","5,052"
광주광역시,북구,중앙동,"3,576","2,525",222,"2,285",0,3,5,1,9,"1,051","3,576"
광주광역시,북구,임동,"8,326","6,508",504,"5,974",1,5,6,2,16,"1,818","8,326"
광주광역시,북구,신안동,"10,090","7,456",547,"6,876",0,2,9,5,17,"2,634","10,090"
광주광역시,북구,용봉동,"29,968","24,345","1,790","22,488",1,4,20,6,36,"5,623","29,968"
광주광역시,북구,운암1동,"15,789","13,367","1,083","12,237",1,7,22,2,15,"2,422","15,789"
광주광역시,북구,운암2동,"12,194","9,337",685,"8,613",0,4,10,7,18,"2,857","12,194"
광주광역시,북구,운암3동,"14,062","11,686",810,"10,832",2,1,12,7,22,"2,376","14,062"
광주광역시,북구,동림동,"16,294","13,528",750,"12,732",1,2,7,7,29,"2,766","16,294"
광주광역시,북구,우산동,"12,530","9,455",791,"8,620",4,4,8,5,23,"3,075","12,530"
광주광역시,북구,풍향동,"4,767","3,531",303,"3,212",1,0,2,2,11,"1,236","4,767"
광주광역시,북구,문화동,"12,344","9,729",765,"8,901",1,5,19,7,31,"2,615","12,344"
광주광역시,북구,문흥1동,"14,103","11,838",833,"10,969",0,1,12,5,18,"2,265","14,103"
광주광역시,북구,문흥2동,"14,142","11,671",652,"10,974",0,3,13,2,27,"2,471","14,142"
광주광역시,북구,두암1동,"7,427","5,818",477,"5,314",0,0,10,1,16,"1,609","7,427"
