시도명,구시군명,읍면동명,선거인수,투표수,후보자별 득표수,,,,,,"무효
투표수",기권수,계
,,,,,"새누리당
박근혜","민주통합당
문재인","무소속
박종선","무소속
김소연","무소속
강지원","무소속
김순자",,,
강원도,속초시,조양동,"17,217","12,448","7,226","5,163",1,4,14,16,24,"4,769","17,217"
강원도,속초시,청호동,"3,607","2,449","1,781",650,3,2,2,4,7,"1,158","3,607"
강원도,속초시,대포동,"3,037","2,252","1,603",637,0,1,3,1,7,785,"3,037"
강원도,고성군,간성읍,"5,439","4,126","2,624","1,456",1,4,15,7,19,"1,313","5,439"
강원도,고성군,거진읍,"6,203","4,520","3,033","1,446",1,0,9,13,18,"1,683","6,203"
강원도,고성군,현내면,"2,428","1,880","1,302",550,1,0,6,12,9,548,"2,428"
강원도,고성군,죽왕면,"3,397","2,598","1,817",754,2,2,4,8,11,799,"3,397"
강원도,고성군,토성면,"6,640","4,607","3,125","1,456",2,1,5,7,11,"2,033","6,640"
강원도,양양군,양양읍,"8,951","6,808","4,505","2,279",3,0,5,4,12,"2,143","8,951"
강원도,양양군,서면,"2,715","2,085","1,454",598,4,3,1,7,18,630,"2,715"
강원도,양양군,손양면,"2,067","1,608","1,038",556,0,1,1,4,8,459,"2,067"
강원도,양양군,현북면,"2,445","1,822","1,225",571,1,0,3,8,14,623,"2,445"
강원도,양양군,현남면,"2,811","2,130","1,511",580,0,0,5,18,16,681,"2,811"
강원도,양양군,강현면,"3,571","2,685","1,803",863,1,1,3,3,11,886,"3,571"
강원도,인제군,인제읍,"7,280","5,462","3,293","2,118",2,1,9,24,15,"1,818","7,280"
강원도,인제군,남면,"3,056","2,246","1,398",809,1,0,10,14,14,810,"3,056"
강원도,인제군,북면,"6,672","4,880","2,959","1,869",5,2,7,15,23,"1,792","6,672"
강원도,인제군,기린면,"4,044","3,057","2,023",952,2,2,6,20,52,987,"4,044"
강원도,인제군,서화면,"2,421","1,826","1,146",666,1,0,2,6,5,595,"2,421"
강원도,인제군,상남면,"1,370","1,038",664,363,0,1,1,5,4,332,"1,370"
강원도,홍천군,홍천읍,"26,171","19,161","11,681","7,342",7,4,25,41,61,"7,010","26,171"
강원도,홍천군,화촌면,"4,024","2,888","1,870",972,0,1,9,17,19,"1,136","4,024"
강원도,홍천군,두촌면,"2,127","1,597","1,117",455,0,0,2,13,10,530,"2,127"
강원도,홍천군,내촌면,"2,119","1,566","1,036",493,4,4,4,6,19,553,"2,119"
강원도,홍천군,서석면,"3,323","2,462","1,599",823,1,2,5,10,22,861,"3,323"
강원도,홍천군,동면,"3,230","2,514","1,525",949,0,2,10,11,17,716,"3,230"
강원도,홍천군,남면,"4,571","3,268","2,161","1,073",1,0,5,15,13,"1,303","4,571"
강원도,홍천군,서면,"3,238","2,243","1,602",616,1,0,6,7,11,995,"3,238"
강원도,홍천군,북방면,"3,337","2,460","1,660",771,2,3,3,8,13,877,"3,337"
강원도,홍천군,내면,"2,880","2,038","1,333",688,0,1,3,8,5,842,"2,880"
강원도,횡성군,횡성읍,"15,107","11,259","7,229","3,936",3,5,14,34,38,"3,848","15,107"
강원도,횡성군,우천면,"3,703","2,735","1,760",937,2,2,3,11,20,968,"3,703"
강원도,횡성군,안흥면,"2,197","1,634","1,109",513,0,1,2,7,2,563,"2,197"
강원도,횡성군,둔내면,"4,606","3,305","2,147","1,111",2,0,5,22,18,"1,301","4,606"
강원도,횡성군,갑천면,"1,969","1,424","1,037",366,3,0,3,6,9,545,"1,969"
강원도,횡성군,청일면,"2,073","1,472","1,010",442,1,1,5,5,8,601,"2,073"
강원도,횡성군,공근면,"3,189","2,353","1,524",799,0,5,5,9,11,836,"3,189"
강원도,횡성군,서원면,"1,926","1,438",870,539,1,2,7,9,10,488,"1,926"
강원도,횡성군,강림면,"1,352","1,004",668,321,0,1,3,7,4,348,"1,352"
강원도,영월군,영월읍,"16,697","12,052","7,173","4,787",6,3,15,30,38,"4,645","16,697"
강원도,영월군,상동읍,"1,136",845,612,223,1,1,2,4,2,291,"1,136"
강원도,영월군,중동면,"1,382",977,693,266,1,0,2,9,6,405,"1,382"
강원도,영월군,김삿갓면,"1,504","1,111",708,374,0,0,2,15,12,393,"1,504"
강원도,영월군,북면,"1,999","1,443",989,433,0,1,0,13,7,556,"1,999"
강원도,영월군,남면,"1,998","1,474",922,523,0,2,11,8,8,524,"1,998"
강원도,영월군,한반도면,"2,760","2,090","1,450",615,1,0,8,5,11,670,"2,760"
강원도,영월군,주천면,"3,348","2,438","1,640",760,1,4,7,13,13,910,"3,348"
강원도,영월군,수주면,"1,546","1,118",765,339,0,0,4,6,4,428,"1,546"
강원도,평창군,평창읍,"7,000","5,134","3,084","1,990",1,2,14,20,23,"1,866","7,000"
강원도,평창군,미탄면,"1,537","1,093",692,384,0,0,1,8,8,444,"1,537"
강원도,평창군,방림면,"2,126","1,538",998,525,0,2,4,8,1,588,"2,126"
강원도,평창군,대화면,"4,653","3,310","2,054","1,203",0,0,8,25,20,"1,343","4,653"
강원도,평창군,봉평면,"4,497","3,121","2,003","1,093",1,1,4,8,11,"1,376","4,497"
강원도,평창군,용평면,"2,524","1,804","1,204",574,0,0,4,6,16,720,"2,524"
강원도,평창군,진부면,"7,707","5,464","3,528","1,895",1,2,8,13,17,"2,243","7,707"
강원도,평창군,대관령면,"5,052","3,383","2,283","1,070",1,0,7,9,13,"1,669","5,052"
강원도,화천군,화천읍,"6,333","4,645","3,073","1,524",3,3,11,11,20,"1,688","6,333"
강원도,화천군,간동면,"2,215","1,668","1,084",559,1,0,7,7,10,547,"2,215"
강원도,화천군,하남면,"1,945","1,457",943,494,1,0,4,6,9,488,"1,945"
강원도,화천군,상서면,"3,340","2,418","1,594",795,2,0,4,10,13,922,"3,340"
강원도,화천군,사내면,"4,997","3,657","2,390","1,200",7,4,11,8,37,"1,340","4,997"
강원도,양구군,양구읍,"9,483","6,989","4,412","2,515",1,3,17,16,25,"2,494","9,483"
강원도,양구군,남면,"3,164","2,414","1,569",818,1,3,8,4,11,750,"3,164"
강원도,양구군,동면,"1,902","1,471",941,510,0,1,3,6,10,431,"1,902"
강원도,양구군,방산면,"1,298","1,014",672,331,0,1,0,6,4,284,"1,298"
강원도,양구군,해안면,"1,170",860,450,397,1,1,2,4,5,310,"1,170"
강원도,철원군,철원읍,"4,207","3,073","1,972","1,083",1,2,1,3,11,"1,134","4,207"
강원도,철원군,김화읍,"2,784","2,145","1,488",639,0,2,6,5,5,639,"2,784"
강원도,철원군,갈말읍,"10,043","7,158","4,729","2,366",2,2,13,21,25,"2,885","10,043"
강원도,철원군,동송읍,"12,886","9,056","5,855","3,132",5,3,18,15,28,"3,830","12,886"
강원도,철원군,서면,"4,848","3,569","2,439","1,105",1,1,5,8,10,"1,279","4,848"
강원도,철원군,근남면,"1,761","1,303",870,422,0,0,5,2,4,458,"1,761"
강원도,철원군,근북면,112,88,59,29,0,0,0,0,0,24,112
충청북도,청주시상당구,중앙동,"5,308","3,876","2,406","1,454",0,2,4,3,7,"1,432","5,308"
충청북도,청주시상당구,성안동,"6,306","4,474","2,921","1,523",1,2,9,7,11,"1,832","6,306"
충청북도,청주시상당구,우암동,"11,406","8,309","4,969","3,300",1,4,6,9,20,"3,097","11,406"
충청북도,청주시상당구,내덕제1동,"9,103","6,824","4,178","2,602",5,2,11,7,19,"2,279","9,103"
충청북도,청주시상당구,내덕제2동,"10,310","7,611","4,366","3,203",0,3,8,8,23,"2,699","10,310"
충청북도,청주시상당구,율량·사천동,"32,090","24,872","12,842","11,915",4,9,34,19,49,"7,218","32,090"
충청북도,청주시상당구,탑·대성동,"9,060","6,803","4,054","2,709",2,3,12,6,17,"2,257","9,060"
충청북도,청주시상당구,영운동,"10,015","7,437","4,267","3,122",4,3,7,14,20,"2,578","10,015"
충청북도,청주시상당구,금천동,"24,590","19,273","9,950","9,231",3,7,13,23,46,"5,317","24,590"
충청북도,청주시상당구,용담·명암·산성동,"8,510","6,749","3,630","3,091",4,2,6,3,13,"1,761","8,510"
충청북도,청주시상당구,용암제1동,"30,276","22,793","11,685","10,976",5,13,34,18,62,"7,483","30,276"
충청북도,청주시상당구,용암제2동,"19,330","15,003","7,487","7,381",12,14,18,18,73,"4,327","19,330"
충청북도,청주시상당구,오근장동,"3,251","2,390","1,437",929,1,0,4,8,11,861,"3,251"
충청북도,청주시흥덕구,사직제1동,"8,489","6,285","3,845","2,391",2,7,7,10,23,"2,204","8,489"
충청북도,청주시흥덕구,사직제2동,"12,446","10,038","5,292","4,685",3,8,14,10,26,"2,408","12,446"
충청북도,청주시흥덕구,사창동,"13,640","9,795","5,362","4,386",2,7,10,10,18,"3,845","13,640"
충청북도,청주시흥덕구,모충동,"15,849","11,358","6,410","4,894",4,7,10,11,22,"4,491","15,849"
충청북도,청주시흥덕구,운천·신봉동,"16,468","12,378","6,607","5,656",5,7,20,21,62,"4,090","16,468"
충청북도,청주시흥덕구,산남동,"20,442","16,361","7,592","8,694",7,8,30,9,21,"4,081","20,442"
충청북도,청주시흥덕구,분평동,"24,868","20,078","9,518","10,454",10,9,39,20,28,"4,790","24,868"
충청북도,청주시흥덕구,수곡제1동,"13,762","10,241","5,661","4,522",1,3,15,14,25,"3,521","13,762"
충청북도,청주시흥덕구,수곡제2동,"13,433","10,200","5,615","4,513",2,7,18,18,27,"3,233","13,433"
충청북도,청주시흥덕구,성화·개신·죽림동,"34,987","27,317","13,176","13,998",8,14,37,27,57,"7,670","34,987"
충청북도,청주시흥덕구,복대제1동,"32,439","24,317","11,166","13,027",6,9,35,18,56,"8,122","32,439"
충청북도,청주시흥덕구,복대제2동,"15,697","11,196","6,237","4,893",6,3,10,18,29,"4,501","15,697"
충청북도,청주시흥덕구,가경동,"39,307","30,361","14,984","15,252",7,11,31,28,48,"8,946","39,307"
충청북도,청주시흥덕구,봉명제1동,"9,802","6,571","3,547","2,981",2,4,8,9,20,"3,231","9,802"
충청북도,청주시흥덕구,봉명제2·송정동,"20,699","14,826","7,315","7,436",4,3,19,14,35,"5,873","20,699"
충청북도,청주시흥덕구,강서제1동,"16,758","12,530","6,558","5,889",6,6,16,20,35,"4,228","16,758"
충청북도,청주시흥덕구,강서제2동,"3,303","2,402","1,367","1,016",1,2,5,8,3,901,"3,303"
충청북도,충주시,주덕읍,"5,014","3,524","2,263","1,225",2,3,5,14,12,"1,490","5,014"
충청북도,충주시,살미면,"1,970","1,430",888,514,0,0,7,8,13,540,"1,970"
충청북도,충주시,수안보면,"2,963","2,172","1,420",721,2,3,6,8,12,791,"2,963"
충청북도,충주시,대소원면,"4,338","3,011","1,987",981,4,1,6,14,18,"1,327","4,338"
충청북도,충주시,신니면,"3,103","2,335","1,468",838,0,0,11,10,8,768,"3,103"
충청북도,충주시,노은면,"2,187","1,593","1,027",539,0,1,4,10,12,594,"2,187"
충청북도,충주시,앙성면,"3,922","2,815","1,987",801,4,3,3,11,6,"1,107","3,922"
충청북도,충주시,가금면,"2,433","1,768","1,205",536,3,0,3,9,12,665,"2,433"
충청북도,충주시,금가면,"3,373","2,525","1,562",930,1,2,7,11,12,848,"3,373"
충청북도,충주시,동량면,"3,627","2,693","1,760",908,2,2,6,9,6,934,"3,627"
충청북도,충주시,산척면,"2,366","1,792","1,207",544,2,3,7,17,12,574,"2,366"
충청북도,충주시,엄정면,"3,117","2,300","1,593",679,1,0,7,10,10,817,"3,117"
충청북도,충주시,소태면,"1,751","1,288",828,439,1,4,4,5,7,463,"1,751"
충청북도,충주시,성내·충인동,"2,833","1,924","1,337",580,0,1,3,1,2,909,"2,833"
충청북도,충주시,교현·안림동,"18,106","13,243","8,007","5,165",4,5,19,18,25,"4,863","18,106"
충청북도,충주시,교현2동,"7,342","5,163","3,222","1,909",2,2,11,4,13,"2,179","7,342"
충청북도,충주시,용산동,"12,132","8,939","4,888","4,003",2,7,15,12,12,"3,193","12,132"
충청북도,충주시,지현동,"4,788","3,564","2,301","1,235",1,1,11,6,9,"1,224","4,788"
충청북도,충주시,문화동,"9,624","7,115","4,696","2,374",0,5,8,7,25,"2,509","9,624"
충청북도,충주시,호암·직동,"8,062","5,951","3,124","2,792",1,5,4,8,17,"2,111","8,062"
충청북도,충주시,달천동,"3,872","2,653","1,668",965,1,1,4,5,9,"1,219","3,872"
충청북도,충주시,봉방동,"6,921","4,922","3,167","1,720",2,0,8,10,15,"1,999","6,921"
충청북도,충주시,칠금·금릉동,"12,815","9,795","5,418","4,336",1,4,9,8,19,"3,020","12,815"
충청북도,충주시,연수동,"29,400","21,640","12,229","9,302",2,7,26,32,42,"7,760","29,400"
충청북도,충주시,목행·용탄동,"5,184","3,837","2,109","1,706",1,0,8,8,5,"1,347","5,184"
충청북도,제천시,봉양읍,"6,267","4,680","2,871","1,735",2,3,9,21,39,"1,587","6,267"
충청북도,제천시,금성면,"1,829","1,370",896,461,0,2,4,3,4,459,"1,829"
충청북도,제천시,청풍면,"1,119",828,620,195,0,0,4,4,5,291,"1,119"
충청북도,제천시,수산면,"1,889","1,367",978,370,1,3,3,6,6,522,"1,889"
충청북도,제천시,덕산면,"2,049","1,506",967,501,1,2,7,17,11,543,"2,049"
충청북도,제천시,한수면,681,509,348,157,0,0,0,2,2,172,681
충청북도,제천시,백운면,"2,883","2,127","1,362",736,1,0,5,9,14,756,"2,883"
충청북도,제천시,송학면,"4,453","3,280","2,186","1,050",1,3,6,17,17,"1,173","4,453"
충청북도,제천시,교동,"13,754","10,497","5,928","4,505",2,4,19,16,23,"3,257","13,754"
충청북도,제천시,의암동,"7,161","5,507","3,077","2,400",2,1,5,11,11,"1,654","7,161"
충청북도,제천시,인성동,"5,806","4,220","2,865","1,335",1,2,4,4,9,"1,586","5,806"
충청북도,제천시,남현동,"5,214","3,800","2,547","1,224",2,0,4,5,18,"1,414","5,214"
충청북도,제천시,영서동,"6,851","4,930","3,258","1,635",3,4,9,9,12,"1,921","6,851"
충청북도,제천시,용두동,"13,591","10,051","5,641","4,340",3,7,18,11,31,"3,540","13,591"
충청북도,제천시,신백동,"9,975","7,337","4,083","3,164",5,2,20,19,44,"2,638","9,975"
충청북도,제천시,청전동,"15,569","11,695","7,438","4,184",1,1,16,19,36,"3,874","15,569"
충청북도,제천시,화산동,"8,223","5,876","3,800","2,032",0,3,9,11,21,"2,347","8,223"
충청북도,단양군,단양읍,"8,559","6,365","4,037","2,286",3,1,8,15,15,"2,194","8,559"
충청북도,단양군,매포읍,"5,248","3,877","2,568","1,258",4,1,8,22,16,"1,371","5,248"
충청북도,단양군,단성면,"1,540","1,095",766,315,0,0,1,4,9,445,"1,540"
충청북도,단양군,대강면,"2,233","1,638","1,214",400,1,1,1,8,13,595,"2,233"
충청북도,단양군,가곡면,"1,854","1,358",839,483,1,0,5,13,17,496,"1,854"
충청북도,단양군,영춘면,"2,995","2,295","1,644",603,1,0,14,20,13,700,"2,995"
충청북도,단양군,어상천면,"1,632","1,164",715,420,0,1,6,13,9,468,"1,632"
충청북도,단양군,적성면,"1,381","1,021",729,257,2,2,6,8,17,360,"1,381"
충청북도,청원군,내수읍,"16,697","12,030","6,490","5,433",3,4,21,35,44,"4,667","16,697"
충청북도,청원군,오창읍,"32,298","24,570","10,504","13,934",4,8,28,37,55,"7,728","32,298"
충청북도,청원군,낭성면,"2,125","1,611","1,087",502,0,0,3,11,8,514,"2,125"
충청북도,청원군,미원면,"4,756","3,510","2,295","1,161",1,2,8,22,21,"1,246","4,756"
충청북도,청원군,가덕면,"3,894","2,961","1,771","1,135",4,1,6,20,24,933,"3,894"
충청북도,청원군,남일면,"6,227","4,765","2,728","1,992",1,0,10,16,18,"1,462","6,227"
충청북도,청원군,남이면,"6,384","4,654","2,788","1,818",1,4,8,19,16,"1,730","6,384"
충청북도,청원군,문의면,"4,153","3,051","1,837","1,163",0,6,8,13,24,"1,102","4,153"
충청북도,청원군,현도면,"3,642","2,691","1,689",975,2,3,7,6,9,951,"3,642"
충청북도,청원군,강내면,"8,692","6,613","3,323","3,237",6,4,5,18,20,"2,079","8,692"
충청북도,청원군,오송읍,"16,126","12,117","5,624","6,432",2,5,14,12,28,"4,009","16,126"
충청북도,청원군,옥산면,"8,073","5,865","3,115","2,700",1,4,6,19,20,"2,208","8,073"
충청북도,청원군,북이면,"4,861","3,589","2,188","1,348",3,3,4,22,21,"1,272","4,861"
충청북도,영동군,영동읍,"16,430","12,243","7,343","4,793",3,12,16,30,46,"4,187","16,430"
충청북도,영동군,용산면,"3,075","2,252","1,468",736,1,2,9,18,18,823,"3,075"
충청북도,영동군,황간면,"4,018","2,978","1,920","1,027",1,0,4,9,17,"1,040","4,018"
충청북도,영동군,추풍령면,"2,156","1,630","1,193",415,1,1,1,8,11,526,"2,156"
충청북도,영동군,매곡면,"1,844","1,369","1,018",328,1,1,3,10,8,475,"1,844"
충청북도,영동군,상촌면,"2,154","1,637","1,113",495,1,1,2,9,16,517,"2,154"
충청북도,영동군,양강면,"2,899","2,107","1,395",673,3,5,4,14,13,792,"2,899"
충청북도,영동군,용화면,885,693,437,237,0,0,1,10,8,192,885
충청북도,영동군,학산면,"2,671","1,935","1,331",565,0,3,4,14,18,736,"2,671"
충청북도,영동군,양산면,"1,782","1,352",918,409,2,0,4,7,12,430,"1,782"
충청북도,영동군,심천면,"3,012","2,245","1,492",711,3,1,5,22,11,767,"3,012"
충청북도,보은군,보은읍,"11,796","8,909","5,365","3,439",7,3,19,28,48,"2,887","11,796"
충청북도,보은군,속리산면,"1,899","1,379",854,512,0,1,2,7,3,520,"1,899"
충청북도,보은군,장안면,"1,148",864,532,316,1,1,3,7,4,284,"1,148"
충청북도,보은군,마로면,"2,270","1,733","1,127",567,1,1,7,16,14,537,"2,270"
충청북도,보은군,탄부면,"1,779","1,352",867,458,1,1,3,10,12,427,"1,779"
충청북도,보은군,삼승면,"2,216","1,671","1,015",629,0,0,2,9,16,545,"2,216"
충청북도,보은군,수한면,"1,649","1,255",856,378,0,1,1,12,7,394,"1,649"
충청북도,보은군,회남면,693,523,334,176,1,0,4,2,6,170,693
충청북도,보은군,회인면,"1,682","1,284",828,426,0,1,2,15,12,398,"1,682"
충청북도,보은군,내북면,"1,639","1,198",689,481,1,1,7,9,10,441,"1,639"
충청북도,보은군,산외면,"1,595","1,245",823,398,0,2,1,9,12,350,"1,595"
충청북도,옥천군,옥천읍,"22,283","17,074","10,523","6,422",5,10,17,47,50,"5,209","22,283"
충청북도,옥천군,동이면,"2,954","2,256","1,564",644,4,1,10,18,15,698,"2,954"
충청북도,옥천군,안남면,"1,305","1,006",651,323,0,3,4,11,14,299,"1,305"
충청북도,옥천군,안내면,"1,906","1,444","1,033",383,1,1,3,12,11,462,"1,906"
충청북도,옥천군,청성면,"2,287","1,710","1,147",507,0,3,3,27,23,577,"2,287"
충청북도,옥천군,청산면,"3,062","2,301","1,622",635,1,2,5,18,18,761,"3,062"
충청북도,옥천군,이원면,"4,054","3,012","2,018",959,4,3,2,10,16,"1,042","4,054"
충청북도,옥천군,군서면,"2,107","1,604","1,110",470,0,1,3,10,10,503,"2,107"
충청북도,옥천군,군북면,"2,586","1,998","1,288",681,0,1,4,15,9,588,"2,586"
충청북도,음성군,음성읍,"14,318","10,281","6,106","4,084",3,3,22,31,32,"4,037","14,318"
충청북도,음성군,금왕읍,"15,842","11,203","6,077","5,049",2,3,13,18,41,"4,639","15,842"
충청북도,음성군,소이면,"2,838","2,135","1,294",813,3,1,5,8,11,703,"2,838"
충청북도,음성군,원남면,"2,810","2,078","1,262",790,0,0,3,13,10,732,"2,810"
충청북도,음성군,맹동면,"4,071","2,529","1,462",969,10,7,16,23,42,"1,542","4,071"
충청북도,음성군,대소면,"12,534","8,644","4,543","4,041",2,5,10,11,32,"3,890","12,534"
충청북도,음성군,삼성면,"6,701","4,583","2,749","1,787",3,1,6,14,23,"2,118","6,701"
충청북도,음성군,생극면,"4,018","2,839","1,860",952,0,0,6,11,10,"1,179","4,018"
충청북도,음성군,감곡면,"8,868","6,182","3,888","2,242",4,2,14,11,21,"2,686","8,868"
충청북도,진천군,진천읍,"21,595","15,670","8,652","6,907",4,8,19,30,50,"5,925","21,595"
충청북도,진천군,덕산면,"4,790","3,464","2,053","1,364",0,3,10,18,16,"1,326","4,790"
충청북도,진천군,초평면,"3,053","2,303","1,343",931,2,0,3,11,13,750,"3,053"
충청북도,진천군,문백면,"3,319","2,456","1,537",896,1,3,4,8,7,863,"3,319"
충청북도,진천군,백곡면,"1,902","1,449",938,490,0,1,2,10,8,453,"1,902"
충청북도,진천군,이월면,"6,251","4,456","2,461","1,948",2,3,10,13,19,"1,795","6,251"
충청북도,진천군,광혜원면,"7,987","5,497","3,047","2,400",2,3,7,13,25,"2,490","7,987"
충청북도,괴산군,괴산읍,"7,463","5,579","3,399","2,122",2,4,9,13,30,"1,884","7,463"
충청북도,괴산군,감물면,"1,705","1,283",852,410,0,0,3,8,10,422,"1,705"
충청북도,괴산군,장연면,"1,743","1,283",829,421,4,2,3,10,14,460,"1,743"
충청북도,괴산군,연풍면,"2,159","1,601","1,129",445,1,0,1,16,9,558,"2,159"
충청북도,괴산군,칠성면,"2,578","1,934","1,231",674,2,2,6,11,8,644,"2,578"
충청북도,괴산군,문광면,"1,845","1,352",803,518,0,2,7,11,11,493,"1,845"
충청북도,괴산군,청천면,"4,512","3,327","2,204","1,050",2,5,10,26,30,"1,185","4,512"
충청북도,괴산군,청안면,"3,005","2,128","1,335",755,2,1,2,18,15,877,"3,005"
충청북도,괴산군,사리면,"2,543","1,904","1,271",609,2,0,4,16,2,639,"2,543"
충청북도,괴산군,소수면,"1,698","1,198",669,509,0,0,5,3,12,500,"1,698"
충청북도,괴산군,불정면,"2,620","1,905","1,256",622,0,2,3,10,12,715,"2,620"
충청북도,증평군,증평읍,"23,887","17,287","9,833","7,315",2,9,21,41,66,"6,600","23,887"
충청북도,증평군,도안면,"1,993","1,514",945,550,1,0,0,10,8,479,"1,993"
충청남도,천안시서북구,성환읍,"22,965","16,370","9,663","6,568",5,13,27,22,72,"6,595","22,965"
충청남도,천안시서북구,성거읍,"15,358","10,849","5,653","5,146",3,5,14,11,17,"4,509","15,358"
충청남도,천안시서북구,직산읍,"16,789","11,608","6,170","5,341",5,8,23,20,41,"5,181","16,789"
충청남도,천안시서북구,입장면,"8,651","6,007","3,681","2,264",0,6,6,19,31,"2,644","8,651"
충청남도,천안시서북구,성정1동,"15,270","9,749","5,522","4,167",5,6,21,8,20,"5,521","15,270"
충청남도,천안시서북구,성정2동,"19,953","12,280","6,072","6,147",5,2,10,10,34,"7,673","19,953"
충청남도,천안시서북구,쌍용1동,"12,480","9,252","5,011","4,194",3,5,15,6,18,"3,228","12,480"
충청남도,천안시서북구,쌍용2동,"29,348","22,753","10,554","12,091",4,14,29,14,47,"6,595","29,348"
충청남도,천안시서북구,쌍용3동,"15,989","12,237","5,985","6,167",5,5,19,20,36,"3,752","15,989"
충청남도,천안시서북구,백석동,"34,514","27,303","12,441","14,752",3,10,41,17,39,"7,211","34,514"
충청남도,천안시서북구,부성동,"44,583","32,186","14,080","17,963",5,12,33,26,67,"12,397","44,583"
충청남도,천안시동남구,목천읍,"19,260","13,561","6,887","6,592",2,3,20,26,31,"5,699","19,260"
충청남도,천안시동남구,풍세면,"4,022","2,950","1,929",984,2,2,6,16,11,"1,072","4,022"
충청남도,천안시동남구,광덕면,"3,880","2,760","1,806",916,0,0,6,14,18,"1,120","3,880"
충청남도,천안시동남구,북면,"4,113","2,784","1,696","1,057",1,1,8,11,10,"1,329","4,113"
충청남도,천안시동남구,성남면,"3,250","2,365","1,537",791,1,1,6,17,12,885,"3,250"
충청남도,천안시동남구,수신면,"2,192","1,614","1,059",528,1,1,0,17,8,578,"2,192"
충청남도,천안시동남구,병천면,"5,470","3,841","2,334","1,475",1,1,3,15,12,"1,629","5,470"
충청남도,천안시동남구,동면,"2,174","1,602","1,086",470,2,1,6,17,20,572,"2,174"
충청남도,천안시동남구,중앙동,"5,296","3,645","2,469","1,158",3,1,6,0,8,"1,651","5,296"
충청남도,천안시동남구,문성동,"4,426","2,835","1,737","1,085",0,0,3,4,6,"1,591","4,426"
충청남도,천안시동남구,원성1동,"8,468","5,946","3,657","2,255",2,2,12,5,13,"2,522","8,468"
충청남도,천안시동남구,원성2동,"10,438","7,313","4,484","2,780",1,5,11,7,25,"3,125","10,438"
충청남도,천안시동남구,봉명동,"16,749","11,117","6,061","4,998",1,5,14,14,24,"5,632","16,749"
충청남도,천안시동남구,일봉동,"17,189","12,916","6,731","6,130",1,0,14,11,29,"4,273","17,189"
충청남도,천안시동남구,신방동,"28,765","21,822","10,160","11,577",8,5,27,16,29,"6,943","28,765"
충청남도,천안시동남구,청룡동,"31,640","24,131","12,522","11,482",10,6,34,26,51,"7,509","31,640"
충청남도,천안시동남구,신안동,"26,624","19,066","9,988","8,967",3,11,30,18,49,"7,558","26,624"
충청남도,공주시,유구읍,"7,408","5,264","3,538","1,665",1,0,8,20,32,"2,144","7,408"
충청남도,공주시,이인면,"3,394","2,503","1,561",907,1,1,3,17,13,891,"3,394"
충청남도,공주시,탄천면,"3,071","2,139","1,271",817,3,3,6,14,25,932,"3,071"
충청남도,공주시,계룡면,"5,589","3,984","2,386","1,552",3,2,7,13,21,"1,605","5,589"
충청남도,공주시,반포면,"4,153","3,005","1,774","1,166",4,2,11,15,33,"1,148","4,153"
충청남도,공주시,의당면,"4,620","3,298","1,806","1,459",2,1,5,11,14,"1,322","4,620"
충청남도,공주시,정안면,"4,678","3,353","2,101","1,207",3,1,6,20,15,"1,325","4,678"
충청남도,공주시,우성면,"5,235","3,839","2,238","1,556",3,0,3,18,21,"1,396","5,235"
충청남도,공주시,사곡면,"2,944","2,197","1,342",808,3,2,5,21,16,747,"2,944"
충청남도,공주시,신풍면,"3,018","2,161","1,396",741,0,0,0,16,8,857,"3,018"
충청남도,공주시,중학동,"5,302","3,844","2,183","1,634",2,2,6,6,11,"1,458","5,302"
충청남도,공주시,웅진동,"7,569","5,541","3,168","2,334",1,3,9,6,20,"2,028","7,569"
충청남도,공주시,금학동,"4,684","3,433","1,865","1,535",1,0,5,5,22,"1,251","4,684"
충청남도,공주시,옥룡동,"8,720","6,216","3,439","2,727",3,3,8,10,26,"2,504","8,720"
충청남도,공주시,신관동,"14,932","11,085","5,558","5,478",1,2,11,11,24,"3,847","14,932"
충청남도,공주시,월송동,"7,729","6,138","2,993","3,113",2,1,9,8,12,"1,591","7,729"
충청남도,보령시,웅천읍,"6,168","4,395","2,974","1,364",0,0,7,23,27,"1,773","6,168"
충청남도,보령시,주포면,"1,521","1,090",673,401,1,0,4,7,4,431,"1,521"
충청남도,보령시,주교면,"4,758","3,297","1,993","1,215",3,4,12,24,46,"1,461","4,758"
충청남도,보령시,오천면,"4,559","3,048","2,100",900,5,3,3,15,22,"1,511","4,559"
충청남도,보령시,천북면,"3,484","2,511","1,484",981,2,0,4,22,18,973,"3,484"
충청남도,보령시,청소면,"2,756","2,068","1,449",588,3,2,5,9,12,688,"2,756"
충청남도,보령시,청라면,"3,755","2,742","1,881",824,5,5,5,10,12,"1,013","3,755"
충청남도,보령시,남포면,"4,804","3,454","2,237","1,152",0,3,4,31,27,"1,350","4,804"
충청남도,보령시,주산면,"2,516","1,932","1,235",661,1,1,3,15,16,584,"2,516"
충청남도,보령시,미산면,"1,727","1,316",926,365,0,0,1,10,14,411,"1,727"
충청남도,보령시,성주면,"2,373","1,616","1,011",588,1,1,3,6,6,757,"2,373"
충청남도,보령시,대천1동,"12,191","9,126","5,260","3,825",3,2,13,7,16,"3,065","12,191"
충청남도,보령시,대천2동,"5,676","4,145","2,666","1,454",1,2,7,5,10,"1,531","5,676"
충청남도,보령시,대천3동,"9,854","7,171","4,197","2,921",2,3,9,13,26,"2,683","9,854"
